name,speed,size,stick
G.Skill Trident Z RGB DDR4-3000 16GB,DDR4-3000,16,2
G.Skill Trident Z RGB DDR4-3000 16GB,DDR4-3000,16,2
G.Skill Trident Z RGB DDR4-3000 32GB,DDR4-3000,32,4
G.Skill Trident Z RGB DDR4-3000 32GB,DDR4-3000,32,4
G.Skill Trident Z RGB DDR4-3200 32GB,DDR4-3200,32,4
G.Skill Trident Z RGB DDR4-3466 32GB,DDR4-3466,32,4
G.Skill Trident Z RGB DDR4-3600 32GB,DDR4-3600,32,4
G.Skill Trident Z RGB DDR4-3600 32GB,DDR4-3600,32,4
G.Skill Trident Z RGB DDR4-3866 16GB,DDR4-3866,16,2
G.Skill Trident Z RGB DDR4-4000 16GB,DDR4-4000,16,2
G.Skill Trident Z RGB DDR4-4266 16GB,DDR4-4266,16,2
G.Skill Trident Z RGB Series,DDR4-3000,32,4
G.Skill Trident Z RGB Series,DDR4-2400,32,2
G.Skill Trident Z RGB Series,DDR4-3000,16,2
G.Skill Trident Z RGB Series,DDR4-4133,16,2
G.Skill Trident Z RGB Series,DDR4-3000,32,2
G.Skill Trident Z RGB Series,DDR4-3600,32,4
G.Skill Trident Z RGB Series,DDR4-3866,32,4
G.Skill Trident Z RGB Series,DDR4-3200,32,4
G.Skill Trident Z RGB Series,DDR4-3000,64,4
G.Skill Trident Z RGB Series,DDR4-3600,64,4
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2933,32,2
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2933,32,2
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2933,16,2
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2933,64,8
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2400,16,2
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2933,16,2
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2400,32,2
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2400,32,4
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-3200,32,4
G.Skill Trident Z RGB Series für AMD Ryzen,DDR4-2400,64,4
G.Skill Trident Z Royal,DDR4-4000,32,2
G.Skill Trident Z Royal,DDR4-3600,32,2
G.Skill Trident Z Royal,DDR4-3600,32,2
G.Skill Trident Z Royal,DDR4-3200,64,2
G.Skill Trident Z Royal,DDR4-3200,64,2
G.Skill Trident Z Royal,DDR4-3600,64,4
G.Skill Trident Z Royal,DDR4-3600,64,4
G.Skill Trident Z Royal,DDR4-3200,128,4
G.Skill Trident Z Royal,DDR4-3200,128,4
G.Skill Trident Z Royal Series gold,DDR4-3000,16,2
G.Skill Trident Z Royal Series gold,DDR4-4600,16,2
G.Skill Trident Z Royal Series gold,DDR4-4266,16,2
G.Skill Trident Z Royal Series silver,DDR4-3000,16,2
G.Skill Trident Z Royal Series silver,DDR4-4266,16,2
G.Skill Trident Z Royal Series silver,DDR4-4600,16,2
G.Skill Trident Z Series silver/red,DDR4-3200,16,4
G.Skill Trident Z Series silver/red,DDR4-3000,16,2
G.Skill Trident Z Series silver/red,DDR4-3000,32,2
G.Skill Trident Z5 Neo RGB,DDR5-6400,48,2
G.Skill Trident Z5 Neo RGB,DDR5-6400,48,2
G.Skill Trident Z5 RGB,DDR5-8000,32,2
G.Skill Trident Z5 RGB,DDR5-8000,32,2
G.Skill Trident Z5 RGB,DDR5-6000,64,2
G.Skill Trident Z5 RGB,DDR5-6000,64,2
G.Skill Trident Z5 RGB,DDR5-6000,64,2
G.Skill Trident Z5 RGB,DDR5-6000,64,2
G.Skill Trident Z5 RGB,DDR5-6400,64,2
G.Skill Trident Z5 RGB,DDR5-6400,64,2
G.Skill Trident Z5 RGB,DDR5-7800,32,2
G.Skill Trident Z5 RGB,DDR5-7800,32,2
G.Skill TridentX DDR3-2400 CL10,DDR3-2400,8,2
G.Skill TridentX DDR3-2400 CL10,DDR3-2400,16,2
G.Skill Value DDR3-1333 CL9,DDR3-1333,2,1
G.Skill Value DDR3-1333 CL9,DDR3-1333,8,2
G.Skill Value DDR4-2133 4GB,DDR4-2133,4,1
G.Skill Value DDR4-2400 16GB,DDR4-2400,16,4
G.Skill Value DDR4-2400 32GB,DDR4-2400,32,4
G.Skill Value Series,DDR4-2133,16,2
G.Skill Value Series,DDR4-2400,4,1
G.Skill Value Series,DDR4-2133,8,1
G.Skill Value Series,DDR4-2133,8,2
G.Skill Value Series,DDR4-2666,8,1
G.Skill Value Series,DDR4-2400,8,2
G.Skill Value Series,DDR4-2400,16,2
G.Skill Value Series,DDR4-2400,16,2
G.Skill Zeta R5,DDR5-6400,128,8
G.Skill Zeta R5,DDR5-6000,128,8
G.Skill Zeta R5,DDR5-6400,64,4
G.Skill Zeta R5 Neo,DDR5-6000,64,4
G.Skill Zeta R5 Neo,DDR5-6000,128,4
Gigabyte Aorus RGB Memory,DDR4-4400,16,2
Gigabyte Aorus RGB Memory,DDR4-3333,16,2
Gigabyte Aorus RGB Memory,DDR4-3733,16,2
Gigabyte Memory,DDR4-2666,16,2
Gigabyte Memory,DDR4-3600,16,2
HyperX Fury blue DDR3-1333 CL9,DDR3-1333,8,1
HyperX Fury blue DDR3-1333 CL9,DDR3-1333,4,1
HyperX Fury blue DDR3-1333 CL9,DDR3-1333,8,2
HyperX Fury blue DDR3-1333 CL9,DDR3-1333,16,2
HyperX Fury red DDR3-1333 CL9,DDR3-1333,4,1
HyperX Fury red DDR3-1333 CL9,DDR3-1333,8,2
HyperX Fury red DDR3-1333 CL9,DDR3-1333,16,2
HyperX Fury red DDR3-1600 CL10,DDR3-1600,4,1
HyperX Fury black DDR3-1333 CL9,DDR3-1333,4,1
HyperX Fury black DDR3-1333 CL9,DDR3-1333,8,1
HyperX Fury black DDR3-1333 CL9,DDR3-1333,8,2
HyperX Fury black DDR3-1333 CL9,DDR3-1333,16,2
HyperX Fury black DDR4-2400 CL15,DDR4-2400,16,4
"HyperX Fury Series, DDR4-2133, CL14 - 16 GB Kit",DDR4-2133,16,2
"HyperX Fury Series, DDR4-2133, CL14 - 8 GB Kit",DDR4-2133,8,2
"HyperX Fury Series, DDR4-2666, CL15 - 8 GB Kit",DDR4-2666,8,2
HyperX Fury white DDR3-1333 CL9,DDR3-1333,4,1
HyperX Fury white DDR3-1333 CL9,DDR3-1333,8,1
HyperX Fury white DDR3-1333 CL9,DDR3-1333,8,2
HyperX Fury white DDR3-1333 CL9,DDR3-1333,16,2
HyperX Predator DDR3-2133 CL11,DDR3-2133,32,4
HyperX Predator DDR3-2133 CL11,DDR3-2133,8,2
HyperX Predator DDR3-2133 CL11,DDR3-2133,16,2
HyperX Predator DDR3-2400 CL11,DDR3-2400,32,4
HyperX Predator DDR3-2400 CL11,DDR3-2400,16,2
HyperX Predator DDR3-2400 CL11,DDR3-2400,8,2
HyperX Predator DDR4-3000 CL15,DDR4-3000,8,2
HyperX Predator DDR4-3000 CL15,DDR4-3000,16,2
HyperX Predator DDR4-3000 CL15,DDR4-3000,16,4
HyperX Predator DDR4-3200 CL16,DDR4-3200,8,2
HyperX Predator DDR4-3200 CL16,DDR4-3200,16,4
HyperX Predator DDR4-3200 CL16,DDR4-3200,32,4
HyperX Savage red DDR3-1600 CL9,DDR3-1600,8,2
HyperX Savage red DDR3-1600 CL9,DDR3-1600,4,1
HyperX Savage red DDR3-1600 CL9,DDR3-1600,16,2
HyperX Savage red DDR3-1600 CL9,DDR3-1600,8,1
HyperX Savage red DDR3-2133 CL11,DDR3-2133,32,4
HyperX Savage red DDR3-2133 CL11,DDR3-2133,16,2
HyperX Savage red DDR3-2133 CL11,DDR3-2133,8,2
HyperX Savage red DDR3-2133 CL11,DDR3-2133,8,1
HyperX Savage red DDR3-2400 CL11,DDR3-2400,32,4
HyperX Savage red DDR3-2400 CL11,DDR3-2400,16,2
HyperX Savage red DDR3-2400 CL11,DDR3-2400,8,1
HyperX Savage red DDR3-2400 CL11,DDR3-2400,4,1
HyperX Savage red DDR3-2400 CL11,DDR3-2400,8,2
HyperX Savage black DDR4-2133 CL13,DDR4-2133,32,4
HyperX Savage black DDR4-2133 CL13,DDR4-2133,8,2
HyperX Savage black DDR4-2133 CL13,DDR4-2133,16,4
HyperX Savage black DDR4-2133 CL13,DDR4-2133,16,2
HyperX Savage black DDR4-2400 CL12 XMP,DDR4-2400,16,4
INNO3D iChill Memory,DDR4-4000,16,2
Intenso Desktop Pro DDR3-1600 CL11,DDR3-1600,16,2
Intenso Desktop Pro DDR3-1600 CL11,DDR3-1600,4,1
Intenso Desktop Pro DDR4-2133 CL15,DDR4-2133,16,2
Intenso Desktop Pro DDR4-2133 CL15,DDR4-2133,8,2
"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher",DDR3-1333,8,1
"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher   Single Rank",DDR3-1333,4,1
"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher ECC",DDR3-1333,8,1
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher   Single Rank",DDR3-1600,4,1
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher ECC",DDR3-1600,4,1
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher ECC",DDR3-1600,8,1
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher reg. ECC",DDR3-1600,4,1
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher reg. ECC",DDR3-1600,8,1
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher reg. ECC",DDR3-1600,16,1
"Kingston Branded DDR4-2133 CL15, 1,2 V Systemspeicher",DDR4-2133,8,1
"Kingston Branded DDR4-2133 CL15, 1,2 V Systemspeicher",DDR4-2133,4,1
Kingston DDR3-1333  CL9 ECC,DDR3-1333,16,2
Kingston DDR3-1333  ECC  - Lenovo branded,DDR3-1333,8,1
Kingston DDR3-1333  ECC LV  - IBM branded,DDR3-1333,16,1
Kingston DDR3-1333  ECC Registriert - Lenovo branded,DDR3-1333,16,1
Kingston DDR3-1333 ECC  für ProLiant - HP branded,DDR3-1333,8,1
Kingston DDR3-1333 reg ECC  - Dell branded,DDR3-1333,8,1
Kingston DDR3-1333 Value CL9,DDR3-1333,8,1
Kingston DDR3-1333 Value CL9,DDR3-1333,16,2
Kingston DDR3-1600  ECC  - Fujitsu branded,DDR3-1600,8,1
Kingston DDR3-1600  ECC  - HP branded,DDR3-1600,8,1
Kingston DDR3-1600 ECC  - Dell branded,DDR3-1600,8,1
Kingston DDR3-1600 reg ECC  für ProLiant - HP branded,DDR3-1600,32,4
Kingston DDR4-2133 CL15 reg ECC  - Lenovo branded,DDR4-2133,8,1
"Kingston DDR4-2133 ECC  - Dell branded PowerEdge R230, R330, T130, T330",DDR4-2133,8,1
Kingston DDR4-2133 reg ECC  - Dell branded,DDR4-2133,16,1
Kingston DDR4-2133 reg ECC  - Dell branded,DDR4-2133,8,1
Kingston DDR4-2133 reg ECC  - Dell branded,DDR4-2133,32,1
Kingston DDR4-2400 CL17 reg ECC   - HP branded,DDR4-2400,32,1
Kingston DDR4-2400 reg ECC  - Dell branded,DDR4-2400,32,1
Kingston Fury Beast,DDR4-3600,16,2
Kingston Fury Beast,DDR4-3600,32,2
Kingston Fury Beast,DDR4-3600,64,2
Kingston Fury Beast RGB,DDR4-3600,16,1
Kingston Fury Beast RGB,DDR4-3600,32,2
Kingston Fury Beast RGB,DDR4-3600,64,2
Kingston Fury Renegade,DDR4-3600,32,2
Kingston Fury Renegade,DDR4-3600,16,2
Kingston Fury Renegade Pro,DDR5-5600,128,4
Kingston Fury Renegade Pro,DDR5-6000,32,1
Kingston Fury Renegade Pro,DDR5-6000,64,4
Kingston Fury Renegade Pro,DDR5-6000,16,1
Kingston Fury Renegade Pro,DDR5-6000,128,8
Kingston Fury Renegade Pro,DDR5-5600,64,4
Kingston Fury Renegade Pro,DDR5-5600,128,8
Kingston Fury Renegade Pro,DDR5-5600,256,8
Kingston HyperX Predator,DDR4-3000,64,4
Kingston Server DIMM,DDR4-2666,16,1
"Kingston Server DIMM, ECC REG, DDR4-2133, CL15 - 32 GB Kit",DDR4-2133,32,4
Kingston Server Premier RDIMM,DDR4-3200,32,1
Kingston Value  DDR3-1333  CL9,DDR3-1333,4,1
Kingston Value  DDR3-1333 CL9  Memory,DDR3-1333,2,1
Kingston Value  DDR4-2133  CL15 reg. ECC,DDR4-2133,4,1
Kingston Value  DDR4-2133  CL15 reg. ECC,DDR4-2133,8,1
Kingston Value  DDR4-2133  CL15 reg. ECC,DDR4-2133,16,1
"Kingston Value  DDR4-2133 CL15 ECC, registriert",DDR4-2133,8,1
Kingston Value  DDR4-2400  CL17,DDR4-2400,4,1
Kingston Value DDR4-2133  CL15,DDR4-2133,8,2
Patriot Viper Venom,DDR5-5600,16,2
Samsung DDR4-2666,DDR4-2666,32,1
Samsung RDIMM,DDR4-3200,16,1
Samsung RDIMM,DDR4-3200,128,1
Samsung RDIMM,DDR4-3200,32,1
Samsung RDIMM,DDR4-3200,8,1
Samsung RDIMM,DDR4-3200,64,1
Samsung Server DIMM,DDR4-2666,32,1
"Team Group Dark Pro ""8Pack Edition""",DDR4-3866,16,2
"Team Group Dark Pro ""8Pack Edition""",DDR4-3200,16,2
"Team Group Dark Pro Series grey, DDR4-3000, CL15 - 8 GB Kit",DDR4-3000,8,2
Team Group Dark Series black,DDR4-3000,16,4
"Team Group Dark Series black, DDR4-2800, CL16 - 32 GB Kit",DDR4-2800,32,4
Team Group Delta Series rote LED,DDR4-2400,32,2
Team Group Delta Series rote LED,DDR4-3000,32,2
Team Group Elite Plus Series black,DDR4-2133,16,4
Team Group Elite Plus Series black,DDR4-2400,32,4
Team Group Elite Plus Series black,DDR4-2133,8,2
Team Group Elite Plus Series black,DDR4-2400,16,2
Team Group Elite Plus Series black,DDR4-2400,8,2
"Team Group Elite Plus Series black, DDR4-2400, CL16 - 16 GB Kit",DDR4-2400,16,4
Team Group Elite Series black,DDR4-2400,16,1
"Team Group T-Force Dark grey, DDR4-3000, CL16 - 8 GB Kit",DDR4-3000,8,2
Team Group T-Force Dark ROG grey,DDR4-3000,16,2
"Team Group T-Force Dark ROG red, DDR4-3000, CL 16 - 16 GB Dual-Kit",DDR4-3000,16,2
"Team Group T-Force Dark red, DDR4-3000, CL16 - 8 GB Kit",DDR4-3000,8,2
Team Group T-Force Nighthawk,DDR4-2666,16,2
Team Group T-Force Nighthawk,DDR4-3200,16,2
"Team Group T-Force Nighthawk, blaue LED, DDR4-3000, CL16 - 32 GB Kit",DDR4-3000,32,2
"Team Group T-Force Nighthawk, rote LED, DDR4-3000, CL16 - 32 GB Kit",DDR4-3000,32,2
"Team Group T-Force Nighthawk, weiße LED, DDR4-3000, CL16 - 32 GB Kit",DDR4-3000,32,2
Team Group T-Force Vulcan Series grey,DDR4-2400,16,1
Team Group T-Force Vulcan Series red,DDR4-3000,16,2
Team Group T-Force Vulcan Series red,DDR4-2400,16,1
Team Group T-Force Xtreem ARGB,DDR4-4000,32,2
Team Group T-Force Xtreem ARGB,DDR4-3600,32,2
Team Group T-Force Xtreem ARGB,DDR4-4000,32,2
Team Group T-Force Xtreem ARGB,DDR4-3600,16,2
Team Group T-Force Xtreem ARGB,DDR4-3200,32,2
Team Group T-Force Xtreem ARGB,DDR4-3600,16,2
Team Group T-Force Xtreem ARGB,DDR4-3600,32,2
Team Group T-Force Xtreem ARGB,DDR4-3200,16,2
Team Group T-Force Xtreem ARGB,DDR4-4000,16,2
Team Group T-Force Xtreem ARGB,DDR4-3600,64,2
Team Group T-Force Xtreem ARGB,DDR4-4000,16,2
Team Group T-Force Xtreem ARGB,DDR4-3600,64,2
Team Group T-Force Xtreem ARGB,DDR4-3200,16,2
Team Group T-Force Xtreem ARGB,DDR4-3200,32,2
Team Group T-Force Xtreem ARGB,DDR4-3600,16,2
Team Group T-Force Xtreem ARGB,DDR4-3200,32,2
Team Group T-Force Xtreem ARGB,DDR4-3200,64,2
Team Group T-Force Xtreem ARGB,DDR4-3200,16,2
Team Group T-Force Xtreem ARGB,DDR4-3600,32,2
Team Group T-Force Xtreem ARGB,DDR4-3200,64,2
"Team Group T-Force Xtreem gold, DDR4-3866, CL18 - 8 GB Kit",DDR4-3866,8,2
"Team Group Xtreem ""8Pack Edition""",DDR4-4133,16,2
"Team Group Xtreem ""8Pack Edition""",DDR4-4500,16,2
"Team Group Xtreem ""8Pack Edition""",DDR4-3600,32,4
"Team Group Xtreem ""8Pack Edition""",DDR4-4000,32,4
"Team Group Xtreem ""8Pack Edition""",DDR4-4000,16,2
"Team Group Xtreem ""8Pack Edition""",DDR4-3200,32,4
"Team Group Xtreem silver, DDR4-3866, CL18 - 8 GB Kit",DDR4-3866,8,2
Thermaltake Toughram RGB DDR4-3000 CL16 - 16 GB Dual-Kit,DDR4-3000,16,2
Thermaltake Toughram RGB DDR4-4000 CL19- 16 GB Dual-Kit,DDR4-4000,16,2
Thermaltake Toughram RGB DDR4-4400 CL19- 16 GB Dual-Kit,DDR4-4400,16,2
