name,price
G.Skill Trident Z RGB Series für AMD Ryzen,382.99
G.Skill Trident Z Royal,129.99
G.Skill Trident Z Royal,239.99
G.Skill Trident Z Royal,239.99
G.Skill Trident Z Royal,274.99
G.Skill Trident Z Royal,274.99
G.Skill Trident Z Royal,719.99
G.Skill Trident Z Royal,729.99
G.Skill Trident Z Royal,829.99
G.Skill Trident Z Royal,899.99
G.Skill Trident Z Royal Series gold,129.99
G.Skill Trident Z Royal Series gold,199.99
G.Skill Trident Z Royal Series gold,219.99
G.Skill Trident Z Royal Series silver,137.99
G.Skill Trident Z Royal Series silver,214.99
G.Skill Trident Z Royal Series silver,289.99
G.Skill Trident Z Series silver/red,93.99
G.Skill Trident Z Series silver/red,164.99
G.Skill Trident Z5 RGB,289.99
G.Skill Trident Z5 RGB,289.99
G.Skill Trident Z5 RGB,294.99
G.Skill Trident Z5 RGB,294.99
G.Skill Trident Z5 RGB,309.99
G.Skill Trident Z5 RGB,309.99
G.Skill Trident Z5 RGB,314.99
G.Skill Trident Z5 RGB,314.99
G.Skill Value DDR4-2400 16GB,66.99
G.Skill Value DDR4-2400 32GB,153.81
G.Skill Value Series,35.99
G.Skill Value Series,35.99
G.Skill Value Series,35.99
G.Skill Value Series,35.99
G.Skill Value Series,42.99
G.Skill Value Series,43.99
G.Skill Value Series,79.99
G.Skill Value Series,81.99
Gigabyte Aorus RGB Memory,103.99
Gigabyte Memory,129.99
Gigabyte Memory,193.03
HyperX Fury blue DDR3-1333 CL9,22.99
HyperX Fury blue DDR3-1333 CL9,45.99
HyperX Fury blue DDR3-1333 CL9,76.99
HyperX Fury red DDR3-1333 CL9,43.43
HyperX Fury red DDR3-1333 CL9,46.99
HyperX Fury red DDR3-1333 CL9,76.99
HyperX Fury red DDR3-1600 CL10,23.99
HyperX Fury black DDR3-1333 CL9,32.34
HyperX Fury black DDR3-1333 CL9,44.0
HyperX Fury black DDR3-1333 CL9,49.99
HyperX Fury black DDR3-1333 CL9,76.99
HyperX Fury black DDR4-2400 CL15,106.99
"HyperX Fury Series, DDR4-2133, CL14 - 16 GB Kit",124.82
"HyperX Fury Series, DDR4-2133, CL14 - 8 GB Kit",323.51
"HyperX Fury Series, DDR4-2666, CL15 - 8 GB Kit",47.62
HyperX Fury white DDR3-1333 CL9,23.99
HyperX Fury white DDR3-1333 CL9,38.99
HyperX Fury white DDR3-1333 CL9,46.97
HyperX Fury white DDR3-1333 CL9,79.25
HyperX Predator DDR3-2133 CL11,157.33
HyperX Predator DDR4-3000 CL15,66.99
HyperX Predator DDR4-3000 CL15,93.99
HyperX Predator DDR4-3000 CL15,133.99
HyperX Predator DDR4-3200 CL16,67.99
HyperX Predator DDR4-3200 CL16,135.99
HyperX Predator DDR4-3200 CL16,161.99
HyperX Savage red DDR3-2133 CL11,313.11
"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher   Single Rank",37.53
"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher   Single Rank",26.99
Kingston DDR3-1333 Value CL9,40.99
Kingston DDR3-1333 Value CL9,82.9
Kingston DDR4-2133 reg ECC  - Dell branded,19.9
Kingston DDR4-2133 reg ECC  - Dell branded,225.17
Kingston DDR4-2400 CL17 reg ECC   - HP branded,81.99
Kingston DDR4-2400 reg ECC  - Dell branded,185.29
Kingston Fury Beast,58.99
Kingston Fury Beast,59.99
Kingston Fury Beast,129.99
Kingston Fury Beast RGB,104.99
Kingston Fury Beast RGB,175.36
Kingston HyperX Predator,299.99
Kingston Value  DDR3-1333  CL9,23.99
Kingston Value  DDR3-1333 CL9  Memory,8.59
Kingston Value  DDR4-2133  CL15 reg. ECC,106.65
Samsung DDR4-2666,176.99
Samsung RDIMM,182.99
Team Group T-Force Xtreem ARGB,59.99
Team Group T-Force Xtreem ARGB,84.99
Team Group T-Force Xtreem ARGB,294.99
Thermaltake Toughram RGB DDR4-3000 CL16 - 16 GB Dual-Kit,89.99
Thermaltake Toughram RGB DDR4-4000 CL19- 16 GB Dual-Kit,117.51
Thermaltake Toughram RGB DDR4-4400 CL19- 16 GB Dual-Kit,154.29
